Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,Referencia de localizacion,Fecha UTC,Hora UTC,Estatus
05/08/2024,04:30:48,2.4,19.38,-99.23,1,"3 km al SUROESTE de V ALVARO OBREGON, CDMX ",05/08/2024,10:30:48,verificado
05/08/2024,15:37:57,1.4,19.39,-99.21,1,"2 km al SUROESTE de V ALVARO OBREGON, CDMX ",05/08/2024,21:37:57,verificado
07/08/2024,17:23:12,1.4,19.38,-99.2,1,"2 km al SUR de V ALVARO OBREGON, CDMX ",07/08/2024,23:23:12,verificado
08/08/2024,16:00:45,1.6,19.38,-99.2,7,"2 km al SUR de V ALVARO OBREGON, CDMX ",08/08/2024,22:00:45,verificado
02/09/2024,22:42:47,2.5,19.41,-99.21,1,"2 km al NOROESTE de V ALVARO OBREGON, CDMX ",03/09/2024,04:42:47,verificado
03/09/2024,00:13:18,1.9,19.4,-99.17,1,"1 km al SUROESTE de BENITO JUAREZ, CDMX ",03/09/2024,06:13:18,verificado
03/09/2024,00:19:02,1.4,19.4,-99.17,1,"1 km al SUROESTE de BENITO JUAREZ, CDMX ",03/09/2024,06:19:02,verificado
05/09/2024,20:49:08,2.3,19.4,-99.17,1,"1 km al OESTE de BENITO JUAREZ, CDMX ",06/09/2024,02:49:08,verificado
06/09/2024,01:41:08,2.1,19.4,-99.17,1,"2 km al OESTE de BENITO JUAREZ, CDMX ",06/09/2024,07:41:08,verificado
06/09/2024,22:54:56,2.2,19.39,-99.17,1,"2 km al SUROESTE de BENITO JUAREZ, CDMX ",07/09/2024,04:54:56,verificado
06/09/2024,23:46:46,1.7,19.4,-99.17,1,"1 km al SUROESTE de BENITO JUAREZ, CDMX ",07/09/2024,05:46:46,verificado
16/09/2024,12:55:42,2.1,19.4,-99.16,1.2,"1 km al SUROESTE de BENITO JUAREZ, CDMX ",16/09/2024,18:55:42,verificado
17/09/2024,12:54:07,1.8,19.37,-99.21,1,"3 km al SUROESTE de V ALVARO OBREGON, CDMX ",17/09/2024,18:54:07,verificado
18/09/2024,02:01:25,1.9,19.38,-99.21,1.2,"3 km al SUROESTE de V ALVARO OBREGON, CDMX ",18/09/2024,08:01:25,verificado
26/09/2024,00:39:05,2.9,19.4,-99.18,1,"2 km al SURESTE de MIGUEL HIDALGO, CDMX ",26/09/2024,06:39:05,verificado
26/09/2024,05:13:16,2,19.39,-99.19,1,"1 km al SURESTE de MIGUEL HIDALGO, CDMX ",26/09/2024,11:13:16,verificado
26/09/2024,05:21:31,1,19.39,-99.19,1,"1 km al SURESTE de MIGUEL HIDALGO, CDMX ",26/09/2024,11:21:31,verificado
26/09/2024,05:31:05,1,19.39,-99.19,1,"1 km al SURESTE de MIGUEL HIDALGO, CDMX ",26/09/2024,11:31:05,verificado
26/09/2024,05:39:14,1.5,19.39,-99.19,1,"1 km al SURESTE de MIGUEL HIDALGO, CDMX ",26/09/2024,11:39:14,verificado
26/09/2024,10:26:32,2.4,19.4,-99.17,1,"2 km al OESTE de BENITO JUAREZ, CDMX ",26/09/2024,16:26:32,verificado
26/09/2024,11:17:14,1.1,19.4,-99.17,1,"1 km al OESTE de BENITO JUAREZ, CDMX ",26/09/2024,17:17:14,verificado
26/09/2024,11:37:59,1.4,19.4,-99.17,1,"1 km al OESTE de BENITO JUAREZ, CDMX ",26/09/2024,17:37:59,verificado
26/09/2024,11:41:49,2.2,19.4,-99.17,1,"1 km al OESTE de BENITO JUAREZ, CDMX ",26/09/2024,17:41:49,verificado
26/09/2024,11:50:31,1.5,19.39,-99.2,1,"1 km al SUR de V ALVARO OBREGON, CDMX ",26/09/2024,17:50:31,verificado
26/09/2024,12:03:02,1.7,19.4,-99.18,1,"2 km al SURESTE de MIGUEL HIDALGO, CDMX",26/09/2024,18:03:02,verificado
26/09/2024,14:31:21,1.4,19.4,-99.18,1,"1 km al SURESTE de MIGUEL HIDALGO, CDMX ",26/09/2024,20:31:21,verificado
26/09/2024,18:29:46,1,19.39,-99.19,1,"1 km al SURESTE de V ALVARO OBREGON, CDMX ",27/09/2024,00:29:46,verificado
26/09/2024,19:51:50,1.7,19.39,-99.19,1,"1 km al SURESTE de MIGUEL HIDALGO, CDMX ",27/09/2024,01:51:50,verificado
26/09/2024,20:00:26,1,19.4,-99.18,1,"1 km al SURESTE de MIGUEL HIDALGO, CDMX ",27/09/2024,02:00:26,verificado
26/09/2024,23:16:49,1.6,19.4,-99.18,1,"1 km al SURESTE de MIGUEL HIDALGO, CDMX ",27/09/2024,05:16:49,verificado
26/09/2024,23:31:00,2.7,19.38,-99.19,1,"2 km al SURESTE de V ALVARO OBREGON, CDMX ",27/09/2024,05:31:00,verificado
26/09/2024,23:57:05,1.2,19.38,-99.19,1,"2 km al SURESTE de V ALVARO OBREGON, CDMX ",27/09/2024,05:57:05,verificado
27/09/2024,00:29:39,1.8,19.4,-99.18,1,"2 km al SURESTE de MIGUEL HIDALGO, CDMX ",27/09/2024,06:29:39,verificado
27/09/2024,03:57:35,2.3,19.39,-99.19,1,"2 km al SURESTE de V ALVARO OBREGON, CDMX ",27/09/2024,09:57:35,verificado
27/09/2024,13:47:01,1.4,19.4,-99.18,1,"1 km al SURESTE de MIGUEL HIDALGO, CDMX ",27/09/2024,19:47:01,verificado
27/09/2024,17:51:43,2.4,19.38,-99.19,1,"2 km al SURESTE de V ALVARO OBREGON, CDMX ",27/09/2024,23:51:43,verificado
27/09/2024,20:43:56,2.4,19.39,-99.2,1.7,"2 km al SUR de V ALVARO OBREGON, CDMX ",28/09/2024,02:43:56,verificado
